job_title,company_name,size,founded,type,industry,sector
Postdoctoral Fellow: Data Scientist,Springer Nature,10000+ Employees,2015,Company - Private,Publishing,Media & Communication
Quantitative Researcher,Arrowstreet Capital,Unknown,1999,Company - Private,Investment & Asset Management,Financial Services
Texas,Pashtek,1 to 50 Employees,--,Company - Private,--,--
Machine Learning Engineer,Ascendion,1001 to 5000 Employees,2022,Company - Private,Software Development,Information Technology
"Data Scientist, Specialist",Vanguard,10000+ Employees,1975,Company - Private,Investment & Asset Management,Financial Services
Manager & Data Scientist,"The Travelers Companies, Inc.",10000+ Employees,1853,Company - Public,Insurance Carriers,Insurance
United States,Honovee,,,,,
Sr Data Engineer,General Mills,10000+ Employees,1866,Company - Public,Food & Beverage Manufacturing,Manufacturing
Data Science Research Specialist,Accenture,10000+ Employees,1989,Company - Public,Business Consulting,Management & Consulting
Data Scientist - Medical Devices,Amgen,10000+ Employees,1980,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology
Senior Data Scientist,Labcorp,10000+ Employees,1978,Company - Public,Health Care Services & Hospitals,Healthcare
Senior Data Analyst,Honda,10000+ Employees,1948,Company - Public,Transportation Equipment Manufacturing,Manufacturing
Data Scientist,CAPCO,5001 to 10000 Employees,1998,Company - Public,Business Consulting,Management & Consulting
Data Scientist,Restaurant Depot,5001 to 10000 Employees,1990,Company - Private,Wholesale,Retail & Wholesale
Experienced Data Scientist - Credit,Plaid,1001 to 5000 Employees,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology
Data Scientist - Rollins School of Public Health,Emory University,10000+ Employees,1974,College / University,Colleges & Universities,Education
Load Forecast Data Scientist,ISO New England Inc.,501 to 1000 Employees,1997,Nonprofit Organization,Energy & Utilities,"Energy, Mining & Utilities"
Data Scientist,Freedom Technology Solutions Group,51 to 200 Employees,2004,Company - Private,Information Technology Support Services,Information Technology
Data Scientist,Cyber Infotech,1 to 50 Employees,--,Contract,--,--
Data Scientist,Oracle,10000+ Employees,1977,Company - Public,Enterprise Software & Network Solutions,Information Technology
"Washington, DC",Innovative Object Solutions Inc,1 to 50 Employees,--,Company - Private,--,--
HEALTH DATA SCIENCE ANALYST,AllCare Health,Unknown,--,Company - Public,Health Care Services & Hospitals,Healthcare
"Sr Data Scientist, E-Commerce Governance - USDS",TikTok,1001 to 5000 Employees,2016,Company - Private,Internet & Web Services,Information Technology
Quality Data Scientist,Vitesco Technologies Group AG,10000+ Employees,2001,Unknown,Health Care Services & Hospitals,Healthcare
Machine Learning and Artificial Intelligence Learning Consultant,Metric5,Unknown,--,Company - Public,Enterprise Software & Network Solutions,Information Technology
"Data Scientist, Machine Learning and Product Intelligence",Kojo,51 to 200 Employees,1991,Company - Private,Film Production,Media & Communication
Head of Machine Learning & AI,Discord,501 to 1000 Employees,2015,Company - Private,Internet & Web Services,Information Technology
AI Principles Review Analyst,zb.io,1 to 50 Employees,--,Company - Private,--,--
Data Scientist,Colsh Consultants,Unknown,2005,Unknown,Information Technology Support Services,Information Technology
"Plano, TX",Software Bloc,1 to 50 Employees,--,Company - Public,--,--
Data Scientist,VERUS CLAIMS SERVICES LLC,51 to 200 Employees,2003,Company - Private,Legal,Legal
"Data Scientist, Devices",Roku,1001 to 5000 Employees,2002,Company - Public,Information Technology Support Services,Information Technology
"Sr. Analyst, Credit Risk Management - Strategy & Data Science",T-Mobile,10000+ Employees,2001,Company - Public,Telecommunications Services,Telecommunications
Data Scientist,Yale University,10000+ Employees,1701,Nonprofit Organization,Colleges & Universities,Education
Data Analytics Specialist (Statistical and Data Specialist II),Fairfax County Government,10000+ Employees,--,Government,State & Regional Agencies,Government & Public Administration
Operations Artificial Intelligence Specialist,Morgan Stanley,10000+ Employees,1935,Company - Public,Investment & Asset Management,Financial Services
"Applied Scientist, BADS",Amazon.com Services LLC,10000+ Employees,1994,Company - Public,Internet & Web Services,Information Technology
Data Scientist,Kaufman Hall & Associates LLC,201 to 500 Employees,1985,Company - Private,Business Consulting,Management & Consulting
Sr Engineer -Data Science & Analytics- 90032775 - Philadelphia,Amtrak,10000+ Employees,1971,Self-employed,Taxi & Car Services,Transportation & Logistics
Data Scientist,Sonatus,51 to 200 Employees,2018,Company - Private,Computer Hardware Development,Information Technology
Artificial Intelligence/Machine Learning Analyst,Wabash Valley Power Alliance,51 to 200 Employees,1963,Nonprofit Organization,Energy & Utilities,"Energy, Mining & Utilities"
"Associate Scientist, Data",Universities Space Research Association,501 to 1000 Employees,1969,Nonprofit Organization,Membership Organizations,Management & Consulting
"Houston, TX",Chirality Research,Unknown,--,Company - Private,Research & Development,Management & Consulting
"Houston, TX",Realign LLC,Unknown,--,Company - Public,--,--
Sr. Data Scientist,Paycom Payroll Llc,1001 to 5000 Employees,1998,Company - Public,Enterprise Software & Network Solutions,Information Technology
"Lexington, KY","Stable Analytics, LLC",,,,,
Data Scientist,Colsh Consultants,Unknown,2005,Unknown,Information Technology Support Services,Information Technology
Data Scientist,VTS3 Corp.,1 to 50 Employees,2016,Company - Private,HR Consulting,Human Resources & Staffing
Applied Scientist,Oracle,10000+ Employees,1977,Company - Public,Enterprise Software & Network Solutions,Information Technology
Data Scientist II,Amazon.com Services LLC,10000+ Employees,1994,Company - Public,Internet & Web Services,Information Technology
Statistical Programmer III,Fred Hutchinson Cancer Center,1001 to 5000 Employees,1975,Nonprofit Organization,Civic & Social Services,Nonprofit & NGO
Staff Data Scientist - Responsible AI,Indeed,10000+ Employees,2004,Company - Private,Internet & Web Services,Information Technology
Data Scientist,"Octapharma Plasma, Inc.",Unknown,--,Company - Public,--,--
ML engineer,Qikspace,1 to 50 Employees,--,Company - Private,Computer Hardware Development,Information Technology
Marketing Data Scientist,Brunswick Corporation,10000+ Employees,1845,Company - Public,Consumer Product Manufacturing,Manufacturing
Pharmacometrics Data Scientist,Agios Pharmaceuticals,201 to 500 Employees,2008,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology
Data Scientist Standard – II,Luzon Technologies,51 to 200 Employees,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology
"Data Scientist, Artificial Intelligence (AI), and Machine Learning (ML) Researcher - ONSITE",BluePath Labs,1 to 50 Employees,2016,Company - Private,National Agencies,Government & Public Administration
Senior Data Scientist,The Washington Post,1001 to 5000 Employees,1877,Company - Private,Publishing,Media & Communication
Data Scientist - TikTok E-commerce Governance,TikTok,1001 to 5000 Employees,2016,Company - Private,Internet & Web Services,Information Technology
Data Scientist | Healthcare Data,Machinify,51 to 200 Employees,2016,Company - Private,Software Development,Information Technology
HOCKEY DATA SCIENTIST,The Florida Panthers,201 to 500 Employees,1993,Company - Private,Sports & Recreation,"Arts, Entertainment & Recreation"
"Data Scientist, Health Economics",VNS Health,10000+ Employees,1893,Nonprofit Organization,Health Care Services & Hospitals,Healthcare
"Educator, Data Scientist",BrainStation,201 to 500 Employees,2012,Company - Private,Education & Training Services,Education
Data Scientist,Fractal Analytics,1001 to 5000 Employees,2000,Company - Private,Business Consulting,Management & Consulting
Data Scientist,Wiliot,1 to 50 Employees,2017,Company - Private,Computer Hardware Development,Information Technology
Quantitative Researcher,Loomis Sayles,Unknown,--,Company - Private,Investment & Asset Management,Financial Services
Data Scientist II,Vail Systems Inc.,201 to 500 Employees,1991,Company - Private,Software Development,Information Technology
Mid Level Data Scientist,Amgen,10000+ Employees,1980,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology
Data Scientist,Romph & Pou Agency,51 to 200 Employees,1981,Company - Private,Advertising & Public Relations,Media & Communication
Data Engineer,Pacvue,1 to 50 Employees,2018,Company - Public,Computer Hardware Development,Information Technology
Data Scientist,VidMob,201 to 500 Employees,2014,Company - Private,Advertising & Public Relations,Media & Communication
Statistical Analyst,"Jefferson - Center City, Philadelphia, PA",5001 to 10000 Employees,1824,Nonprofit Organization,Health Care Services & Hospitals,Healthcare
Data Scientist - Customer Service,Textron Aviation,10000+ Employees,1927,Company - Public,Aerospace & Defense,Aerospace & Defense
Senior Data Scientist,Epic Games,1001 to 5000 Employees,1991,Company - Private,Video Game Publishing,Media & Communication
Data Scientist,National Grid Renewables,Unknown,--,Company - Private,Energy & Utilities,"Energy, Mining & Utilities"
Data Scientist,"Hernandez Construction, Llc",1 to 50 Employees,--,Company - Private,--,--
Operational Research Data Scientist,Combined Insurance,Unknown,1922,Subsidiary or Business Segment,Insurance Carriers,Insurance
Remote,Fionics,,,,,
Decision Science Analyst - Mid Level,USAA,10000+ Employees,1922,Company - Private,Insurance Carriers,Insurance
Quant Systematic Trader,Susquehanna International Group,1001 to 5000 Employees,1987,Company - Private,Stock Exchanges,Financial Services
Quality Data Scientist,Michelin,10000+ Employees,1889,Company - Public,Machinery Manufacturing,Manufacturing
Health Data Science Program Manager,Oklahoma State University,5001 to 10000 Employees,1890,College / University,Colleges & Universities,Education
Audio Machine Learning Co-Op,Bose,5001 to 10000 Employees,1964,Company - Private,Consumer Product Manufacturing,Manufacturing
Quantitative Risk Modeling Analyst,Huntington Bank,10000+ Employees,1866,Company - Public,Banking & Lending,Financial Services
Senior Data Scientist,Udemy,501 to 1000 Employees,2010,Company - Public,Education & Training Services,Education
Staff Data Scientist,SentiLink,Unknown,--,Company - Public,Information Technology Support Services,Information Technology
United States,Wilfred Knight,,,,,
"Machine Learning Scientist, Recommendation & Algorithm",TikTok,1001 to 5000 Employees,2016,Company - Private,Internet & Web Services,Information Technology
Senior Machine Learning Scientist,Expedia Group,10000+ Employees,1996,Company - Public,Internet & Web Services,Information Technology
Machine Learning Engineer,Atlassian,5001 to 10000 Employees,2002,Company - Public,Software Development,Information Technology
Staff Data Scientist,Intuit,10000+ Employees,1983,Company - Public,Software Development,Information Technology
"Artificial Intelligence Opportunities, Science",Chan Zuckerberg Initiative,201 to 500 Employees,2015,Company - Private,Computer Hardware Development,Information Technology
"Data Analyst, Risk Adjustment",Datavant,5001 to 10000 Employees,2017,Company - Private,Health Care Services & Hospitals,Healthcare
Machine Learning Engineer,Tegus,501 to 1000 Employees,2017,Company - Private,Enterprise Software & Network Solutions,Information Technology
"Data Scientist, Data Quality Engineer",InsideTracker,1 to 50 Employees,2009,Company - Private,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology
"Specialist, Analytics & Data Science",Athena PH,1001 to 5000 Employees,2018,Company - Private,Business Consulting,Management & Consulting
Machine Learning Engineer,ServiceNow,10000+ Employees,2004,Company - Public,Enterprise Software & Network Solutions,Information Technology
Senior Data Scientist,"Intercontinental Exchange Holdings, Inc.",1001 to 5000 Employees,2000,Company - Public,Stock Exchanges,Financial Services
Lead Data Scientist - Warranty Transformation,Caterpillar,10000+ Employees,1925,Company - Public,Machinery Manufacturing,Manufacturing
Senior Data Analyst Associate,Bayview Asset Management,1001 to 5000 Employees,1995,Company - Private,Investment & Asset Management,Financial Services
"Manager, Data Scientist - Servicing Intelligence",Capital One,10000+ Employees,1994,Company - Public,Banking & Lending,Financial Services
Research Data Scientist,Microsoft,10000+ Employees,1975,Company - Public,Computer Hardware Development,Information Technology
Jr Data Scientist,Blackspoke,51 to 200 Employees,2011,Company - Private,National Agencies,Government & Public Administration
Data Scientist - REMOTE,E Source,201 to 500 Employees,1987,Company - Private,Energy & Utilities,"Energy, Mining & Utilities"
Senior Data Analyst,EverBank N.A.,1001 to 5000 Employees,--,Company - Private,--,--
"Palo Alto, CA",Quantifind,51 to 200 Employees,2009,Company - Private,Enterprise Software & Network Solutions,Information Technology
"Staff Data Scientist, Economics",Duolingo,201 to 500 Employees,2011,Company - Public,Internet & Web Services,Information Technology
Data Scientist I/ II - Model Ops,Federal Reserve Bank of Cleveland,1001 to 5000 Employees,1913,Company - Private,Banking & Lending,Financial Services
VIE - Data Scientist,AXA Funds Management,10000+ Employees,1985,Company - Private,Insurance Carriers,Insurance
Audio Machine Learning Research Co-op,Bose,5001 to 10000 Employees,1964,Company - Private,Consumer Product Manufacturing,Manufacturing
"Decision Scientist, Fraud Risk - Afterpay",Cash App,1001 to 5000 Employees,2013,Company - Public,Computer Hardware Development,Information Technology
"Sr Manager, Customer Analytics and Data Science",REI (Recreational Equipment Inc.),10000+ Employees,1938,Self-employed,Sporting Goods Stores,Retail & Wholesale
Jr. AI Program Analyst (100% Remote),Citizant,51 to 200 Employees,1999,Company - Private,Information Technology Support Services,Information Technology
Staff Data Scientist,Cisco Systems,10000+ Employees,1984,Company - Public,Enterprise Software & Network Solutions,Information Technology
Senior Data Scientist,Accrete.AI,51 to 200 Employees,--,Company - Private,Enterprise Software & Network Solutions,Information Technology
Senior Specialist Data Scientist,Infineon Technologies,10000+ Employees,1999,Company - Public,Electronics Manufacturing,Manufacturing
"Schaumburg, IL",Attadale Partners,1 to 50 Employees,--,Company - Private,Business Consulting,Management & Consulting
Data Scientist I - Space Optimization,H-E-B,10000+ Employees,1905,Company - Private,Grocery Stores,Retail & Wholesale
Data Science Analyst,Banyan Data Services,51 to 200 Employees,2018,Company - Private,Information Technology Support Services,Information Technology
"Data Scientist, Product Analytics",Meta,10000+ Employees,2004,Company - Public,Internet & Web Services,Information Technology
Sr Data Analyst,Thermo Fisher Scientific,10000+ Employees,1902,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology
Data Scientist Lead,Automobile Club of Southern California,5001 to 10000 Employees,1900,Company - Private,Insurance Carriers,Insurance
Senior Data Scientist,WTW,10000+ Employees,1828,Company - Public,Business Consulting,Management & Consulting
Senior Data Analyst - Risk Adjustment,Point32Health,1001 to 5000 Employees,2021,Nonprofit Organization,Insurance Carriers,Insurance
Staff Data Scientist,General Motors,10000+ Employees,1908,Company - Public,Transportation Equipment Manufacturing,Manufacturing
"Senior Data Scientist, Fulfillment & Operations",Babylist,51 to 200 Employees,2011,Company - Private,Other Retail Stores,Retail & Wholesale
Research Data Scientist,University of Minnesota,Unknown,1851,College / University,Colleges & Universities,Education
"AIML - Sr Data Scientist, Data Operations",Apple,10000+ Employees,1976,Company - Public,Computer Hardware Development,Information Technology
Machine Learning Engineer/ Data Scientist,Adobe,10000+ Employees,1982,Company - Public,Computer Hardware Development,Information Technology
Decision Science Product Consultant,The Walt Disney Company (Corporate),10000+ Employees,1923,Company - Public,Film Production,Media & Communication
"Marketing Data Scientist, Sr. Associate",JPMorgan Chase & Co,10000+ Employees,1799,Company - Public,Banking & Lending,Financial Services
Applied Machine Learning Scientist - 307719,W.W. Grainger,10000+ Employees,1927,Company - Public,Wholesale,Retail & Wholesale
Remote Sensing Data Scientist,KBR,10000+ Employees,1901,Company - Public,Aerospace & Defense,Aerospace & Defense
California,PlayHT,,,,,
Data Scientist III,HNTB Corporation,1001 to 5000 Employees,1914,Company - Private,Architectural & Engineering Services,"Construction, Repair & Maintenance Services"
Senior Enterprise Data Analyst,Shelter Insurance,1001 to 5000 Employees,1946,Company - Private,Insurance Carriers,Insurance
"Lead Data Scientist, People Analytics","Chick-fil-A, Inc.",5001 to 10000 Employees,1946,Company - Private,Restaurants & Cafes,Restaurants & Food Service
Data Science Consultant Operations Manager,CATCH Intelligence,Unknown,--,Company - Private,Office Supply & Copy Stores,Retail & Wholesale
"Research Triangle Park, NC",Sciome,1 to 50 Employees,--,Company - Private,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology
Equity Quantitative Research | Equity Model Research | Quantitative Researcher,Citadel Enterprise Americas,1001 to 5000 Employees,1990,Company - Private,Investment & Asset Management,Financial Services
NLP Developer,SIL International,51 to 200 Employees,--,Nonprofit Organization,Culture & Entertainment,"Arts, Entertainment & Recreation"
United States,BlueSky Technology Solutions,1 to 50 Employees,--,Company - Private,--,--
Curriculum Writer/SME - AI,Chegg,1001 to 5000 Employees,2005,Company - Public,Internet & Web Services,Information Technology
"Torrance, CA",Link Network,,,,,
"Fort Lauderdale, FL",Hernandez Construction & Development,,,,,
Data Scientist,EX2 Outcoding,201 to 500 Employees,2002,Company - Private,Staffing & Subcontracting,Human Resources & Staffing
Data Scientist,Ryan Consulting Group,51 to 200 Employees,--,Company - Private,Enterprise Software & Network Solutions,Information Technology
Data Scientist,Govini,51 to 200 Employees,2011,Company - Private,Enterprise Software & Network Solutions,Information Technology
Postdoctoral Scientist (NLP/ML),Johnson & Johnson,10000+ Employees,1887,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology
Data Scientist – BCG X,Boston Consulting Group,10000+ Employees,1963,Company - Private,Business Consulting,Management & Consulting
"Herndon, VA",Cognowiz solutions LLC,,,,,
Data Scientist,The Voleon Group,51 to 200 Employees,2007,Company - Private,Investment & Asset Management,Financial Services
Data Scientist,NICE,5001 to 10000 Employees,1986,Company - Public,Enterprise Software & Network Solutions,Information Technology
Data Scientist,ADM Associates,1 to 50 Employees,1979,Company - Private,Business Consulting,Management & Consulting
Data Scientist,Two Six Technologies,501 to 1000 Employees,2021,Company - Private,Information Technology Support Services,Information Technology
Data Scientist,Kina'ole Foundation,Unknown,--,Company - Public,--,--
Data Scientist,Chubb,10000+ Employees,1792,Company - Public,Insurance Carriers,Insurance
Data Scientist,Verizon,10000+ Employees,2000,Company - Public,Telecommunications Services,Telecommunications
Data Scientist,Core Digital Media,51 to 200 Employees,1999,Company - Public,Internet & Web Services,Information Technology
Experienced Data Scientist - Machine Learning - Credit,Plaid,1001 to 5000 Employees,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology
Data Scientist,Bravo Consulting Group,51 to 200 Employees,2007,Company - Private,Information Technology Support Services,Information Technology
Data Scientist,Accenture Federal Services,10000+ Employees,1989,Subsidiary or Business Segment,Business Consulting,Management & Consulting
Data Scientist,Reyes Holdings,10000+ Employees,1976,Company - Private,Wholesale,Retail & Wholesale
Data Scientist,KnitWell Group,5001 to 10000 Employees,--,Company - Private,"Department, Clothing & Shoe Stores",Retail & Wholesale
A.I Data Modeler,EZ-AD TV,1 to 50 Employees,2014,Company - Private,Advertising & Public Relations,Media & Communication
"Sr Data Analyst, Customer Analytics",Neiman Marcus,10000+ Employees,1907,Company - Private,"Department, Clothing & Shoe Stores",Retail & Wholesale
Data Scientist,US National Institute of Standards and Technology,1001 to 5000 Employees,1901,Government,National Agencies,Government & Public Administration
Data Scientist,DigiFlight,51 to 200 Employees,--,Company - Private,Enterprise Software & Network Solutions,Information Technology
Applied AI ML Modeler,JPMorgan Chase & Co,10000+ Employees,1799,Company - Public,Banking & Lending,Financial Services
Data Scientist-Core Business Services-Investments-Supervising Associate-Multiple Positions-1480403,EY,10000+ Employees,1989,Company - Private,Accounting & Tax,Financial Services
DATA SCIENTIST - 55998,State of TN,10000+ Employees,1796,Government,State & Regional Agencies,Government & Public Administration
"Juncos, PR","CMM Validation & Engineering Solutions, LLC.",Unknown,--,Company - Public,--,--
Data Scientist,Kaygen,51 to 200 Employees,2003,Company - Private,Business Consulting,Management & Consulting
Intermediate Data Scientist,Commonwealth of Virginia,10000+ Employees,1788,Government,State & Regional Agencies,Government & Public Administration
Data Scientist,Data Society,1 to 50 Employees,--,Nonprofit Organization,Grantmaking & Charitable Foundations,Nonprofit & NGO
United States,ThinkDigits,,,,,
Data Scientist,Marlabs,1001 to 5000 Employees,1996,Company - Private,Information Technology Support Services,Information Technology
Data Scientist,Devfi,51 to 200 Employees,2012,Company - Private,Software Development,Information Technology
Data Scientist,The Ohio State University Wexner Medical Center,10000+ Employees,1916,Hospital,Health Care Services & Hospitals,Healthcare
Data Analyst,"Modern Technology Solutions, Inc.",1001 to 5000 Employees,1993,Company - Private,Aerospace & Defense,Aerospace & Defense
California,PlayHT,,,,,
Data Scientist,"The Center For Organizational Excellence, Inc",1 to 50 Employees,1984,Company - Private,Business Consulting,Management & Consulting
Data Scientist,United Nations Federal Credit Union,501 to 1000 Employees,1947,Self-employed,Banking & Lending,Financial Services
Statistician,NORC at the University of Chicago,1001 to 5000 Employees,1941,Nonprofit Organization,Research & Development,Management & Consulting
"East Brunswick, NJ",SeamlessWorld Consulting,,,,,
Data Scientist (Network Engineering),SpaceX,5001 to 10000 Employees,2002,Company - Private,Aerospace & Defense,Aerospace & Defense
"Data Practice Associate, RL4E",Patrick J McGovern Foundation,1 to 50 Employees,--,Nonprofit Organization,--,--
Data Scientist,Manhattan Associates,1001 to 5000 Employees,1990,Company - Public,Enterprise Software & Network Solutions,Information Technology
"Pittsburgh, PA",International Services Management,Unknown,--,Company - Public,--,--
Data Analyst,QinetiQ US,501 to 1000 Employees,1956,Subsidiary or Business Segment,Aerospace & Defense,Aerospace & Defense
Data Scientist,"University of California, Santa Cruz",1001 to 5000 Employees,1965,College / University,Colleges & Universities,Education
Data Scientist,Global C2 Integration Technologies,1 to 50 Employees,--,Contract,--,--
Data Scientist,Wise Equation Solutions,51 to 200 Employees,2006,Company - Private,Information Technology Support Services,Information Technology
Data Scientist,Western Digital,10000+ Employees,1970,Company - Public,Computer Hardware Development,Information Technology
Sr. Data Scientist,Albertsons Companies,10000+ Employees,1939,Company - Public,Grocery Stores,Retail & Wholesale
(Senior) Data Scientist - BCG X & BCG Fed,Boston Consulting Group,10000+ Employees,1963,Company - Private,Business Consulting,Management & Consulting
Data Scientist,Accenture Federal Services,10000+ Employees,1989,Subsidiary or Business Segment,Business Consulting,Management & Consulting
Senior Data Scientist Imaging and Vision AI Researcher,Novartis,Unknown,--,Company - Public,--,--
Manager Assistant-Data Science,Amex,10000+ Employees,1850,Company - Public,Financial Transaction Processing,Financial Services
Machine Learning (Ops) Engineer,Couchbase,201 to 500 Employees,2011,Company - Public,Computer Hardware Development,Information Technology
"Annapolis Junction, MD",Vibrint,51 to 200 Employees,--,Company - Private,--,--
"Anchorage, AK",V15P1TALONNN,,,,,
Staff Data Scientist,Airwallex,1001 to 5000 Employees,2015,Company - Private,Internet & Web Services,Information Technology
"Senior Decision Scientist, Fraud",Ibotta,501 to 1000 Employees,2012,Company - Private,Internet & Web Services,Information Technology
Data Center Engineering Data Scientist,Oracle,10000+ Employees,1977,Company - Public,Enterprise Software & Network Solutions,Information Technology
Data Scientist,Invent Analytics,51 to 200 Employees,--,Contract,--,--
Senior Applied Scientist,Uber,10000+ Employees,2009,Company - Public,Internet & Web Services,Information Technology
Sr. Statistician I,Abbott Laboratories,10000+ Employees,1888,Company - Public,Health Care Services & Hospitals,Healthcare
"Vice President, Enterprise Data & AI",Milwaukee Electric Tool Corporation,10000+ Employees,1924,Company - Public,Consumer Product Manufacturing,Manufacturing
Data Scientist,Colsh Consultants,Unknown,2005,Unknown,Information Technology Support Services,Information Technology
Machine Learning Engineer,Curai,51 to 200 Employees,2017,Company - Private,Hospitals & Health Clinics,Healthcare
Data Scientist,Finrise,1 to 50 Employees,2015,Company - Private,Internet & Web Services,Information Technology
Data Scientist (Computer Vision),KBR,10000+ Employees,1901,Company - Public,Aerospace & Defense,Aerospace & Defense
Staff Data Scientist,Credit Karma,1001 to 5000 Employees,2007,Company - Public,Research & Development,Management & Consulting
Data Scientist,IFC Systems Corporation,1001 to 5000 Employees,1956,Company - Private,Investment & Asset Management,Financial Services
Data Scientist,PDF Solutions,201 to 500 Employees,1991,Company - Public,Enterprise Software & Network Solutions,Information Technology
"Data Scientist, Medicare",RVO Health,1001 to 5000 Employees,2022,Company - Private,Hospitals & Health Clinics,Healthcare
Associate Data Scientist,United Network for Organ Sharing,Unknown,1984,Nonprofit Organization,Health Care Services & Hospitals,Healthcare
Data Scientist Senior – Pricing Solutions & Methods,USAA,10000+ Employees,1922,Company - Private,Insurance Carriers,Insurance
"Portland, OR",Native American Rehabilitation Assoc. of the NW,,,,,
Data Scientist,Freedom Technology Solutions Group,51 to 200 Employees,2004,Company - Private,Information Technology Support Services,Information Technology
Postdoctoral Research Fellow - Large Language Model (LLM) and Artificial Intelligence,Mayo Clinic,10000+ Employees,--,Nonprofit Organization,Health Care Services & Hospitals,Healthcare
Principal Data Scientist - SQL Team,Snowflake,5001 to 10000 Employees,2012,Company - Public,Enterprise Software & Network Solutions,Information Technology
Data Scientist - Revenue Cycle,UAB Medicine - UA Health Services Foundation (UAHSF),10000+ Employees,1945,Hospital,Health Care Services & Hospitals,Healthcare
Data Scientist,Elder Research Inc,51 to 200 Employees,1995,Company - Private,Business Consulting,Management & Consulting
AI Strategy Analyst,Starr Companies,1001 to 5000 Employees,1919,Company - Private,Insurance Carriers,Insurance
Senior Data Science Analyst,Discover Financial Services,10000+ Employees,1985,Company - Public,Banking & Lending,Financial Services
Data Scientist,Intone Networks,201 to 500 Employees,--,Company - Private,Information Technology Support Services,Information Technology
Artificial Intelligence Solutions Consultant (#001610),Wells Fargo,10000+ Employees,1852,Company - Public,Banking & Lending,Financial Services
Risk Data Scientist,Regions,10000+ Employees,1971,Company - Public,Banking & Lending,Financial Services
Junior Data Scientist,Logistics Management Institute,1001 to 5000 Employees,1961,Company - Private,Business Consulting,Management & Consulting
Sr. Data Scientist,Huntington Bank,10000+ Employees,1866,Company - Public,Banking & Lending,Financial Services
"Principal Applied Scientist, Modeling and Optimization",Amazon.com Services LLC,10000+ Employees,1994,Company - Public,Internet & Web Services,Information Technology
"Sr. Data Scientist, Pinner Engagement",Pinterest,1001 to 5000 Employees,2010,Company - Public,Internet & Web Services,Information Technology
"Associate, Data Mining",Oscar Health,1001 to 5000 Employees,2012,Company - Public,Insurance Agencies & Brokerages,Insurance
Senior Data Scientist,Intuit,10000+ Employees,1983,Company - Public,Software Development,Information Technology
Sr Data Scientist,Milwaukee Electric Tool Corporation,10000+ Employees,1924,Company - Public,Consumer Product Manufacturing,Manufacturing
Xtillion: Associate Data Scientist,Red Ventures,1001 to 5000 Employees,2000,Company - Private,Advertising & Public Relations,Media & Communication
Consultant - Data Scientist,Genpact,10000+ Employees,1997,Company - Public,Information Technology Support Services,Information Technology
Data Scientist II,University of Kentucky,10000+ Employees,1865,College / University,Colleges & Universities,Education
Sr Data Scientist,Vibrant Emotional Health,201 to 500 Employees,--,Nonprofit Organization,Civic & Social Services,Nonprofit & NGO
Lead Data Scientist,McKesson,10000+ Employees,1833,Company - Public,Health Care Services & Hospitals,Healthcare
Staff Data Scientist,"VIZIO, Inc.",501 to 1000 Employees,2002,Company - Public,Computer Hardware Development,Information Technology
United States,"Allstar Gaming, Inc.",1 to 50 Employees,--,Company - Private,--,--
Machine Learning Engineer,ServiceNow,10000+ Employees,2004,Company - Public,Enterprise Software & Network Solutions,Information Technology
Lead Data Scientist,Target,10000+ Employees,1962,Company - Public,General Merchandise & Superstores,Retail & Wholesale
Healthcare Data Scientist,University of Maryland Medical System,10000+ Employees,1984,Self-employed,Health Care Services & Hospitals,Healthcare
Machine Learning Researcher,Curai,51 to 200 Employees,2017,Company - Private,Hospitals & Health Clinics,Healthcare
"Somerville, MA","Mobi Systems, Inc.",51 to 200 Employees,2012,Company - Private,Software Development,Information Technology
Senior Data Scientist,Kimberly-Clark,10000+ Employees,1872,Company - Public,Consumer Product Manufacturing,Manufacturing
Senior Data & AI Engineer - Senior Data Scientist,Capgemini Engineering,10000+ Employees,1967,Company - Public,Information Technology Support Services,Information Technology
LEAD DATA SCIENTIST,Dollar General,10000+ Employees,1939,Company - Public,Other Retail Stores,Retail & Wholesale
Machine Learning and AI Scientist,Analog Devices,10000+ Employees,1965,Company - Public,Electronics Manufacturing,Manufacturing
"VP, Consumer Data Science and Analytics",Gap Inc.,10000+ Employees,1969,Company - Public,"Department, Clothing & Shoe Stores",Retail & Wholesale
Sr Data Scientist,Blue Cross and Blue Shield of North Carolina,5001 to 10000 Employees,1933,Company - Private,Insurance Carriers,Insurance
(Hybrid) Data Scientist - Rockefeller Neuroscience Institute,West Virginia University,5001 to 10000 Employees,1867,College / University,Colleges & Universities,Education
Senior Machine Learning Engineer (Modeling) - Underwriting and Credit,Afterpay,501 to 1000 Employees,2014,Company - Public,Internet & Web Services,Information Technology
